Instance;LOCAL_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;ALL_UNPERFORMED_and_GENERIC_TABU_SEARCH;PATH_MOST_CONSTRAINED_ARC_and_GENERIC_TABU_SEARCH;CHRISTOFIDES_and_GENERIC_TABU_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_and_GENERIC_TABU_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;SAVINGS_and_GENERIC_TABU_SEARCH;SWEEP_and_GENERIC_TABU_SEARCH;LOCAL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;BEST_INSERTION_and_GENERIC_TABU_SEARCH;FIRST_UNBOUND_MIN_VALUE_and_GENERIC_TABU_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;PATH_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;GLOBAL_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;EVALUATOR_STRATEGY_and_GENERIC_TABU_SEARCH
C1_4_1;46.98349359035492;41.397177600860594;44.80307838916779;40.780102896690366;46.4151472568512;45.13716676235199;43.582657122612;1028.537930703163;41.19108231067658;50.05174436569214;39.581147289276124;36.528661131858826;42.90798223018646;41.65910034179687;39.25944848060608
C1_2_7;11.843302822113037;14.023328876495361;13.132608437538147;14.48914122581482;12.56786596775055;13.687638139724731;13.286249709129333;15.854824113845826;13.896751928329468;14.069894313812256;14.14087610244751;16.024327754974365;15.086549830436706;15.19527018070221;13.084825944900512
C1_4_10;47.09637587070465;49.23516023159027;56.793454670906065;48.67846970558166;47.48942868709564;51.03737587928772;51.67996888160705;55.15121088027954;50.525668907165525;52.1820494890213;49.613957452774045;51.51085276603699;53.08404383659363;52.594339919090274;54.48135814666748
C1_4_2;54.21187517642975;46.94455938339233;43.97783665657043;45.89896869659424;48.39842956066131;48.150497508049014;37.304721879959104;50.18772201538086;45.89115104675293;41.109715175628665;42.60474991798401;42.06530060768127;55.27017168998718;46.12039480209351;50.31343457698822
C1_4_9;43.01270182132721;36.919098138809204;41.60334668159485;39.202339148521425;40.7337238073349;39.90087628364563;41.331592440605164;35.174408483505246;37.21255059242249;41.26104888916016;39.720247745513916;38.03240208625793;37.38102161884308;39.829482197761536;38.297174668312074
C1_2_5;6.800903081893921;9.745069551467896;9.759515285491943;9.794197702407837;8.42277352809906;7.202112293243408;7.7969225406646725;6.950561666488648;9.445849990844726;6.209612584114074;7.302984523773193;8.82038323879242;12.504921317100525;11.132522940635681;9.378916001319885
C1_2_4;13.153474760055541;15.490403938293458;12.555213212966919;10.564471507072449;11.622751951217651;13.445340228080749;11.165087127685547;12.816849255561829;12.460255455970763;14.490303230285644;13.949148988723755;14.843779468536377;12.99632956981659;21.179443883895875;13.396161365509034
C1_2_8;10.409421849250794;6.528885865211487;7.593918371200561;8.947794318199158;8.045625638961791;9.081816935539246;7.635147166252136;10.337236976623535;11.19900839328766;9.907161808013916;11.135123324394225;5.986997675895691;8.575865435600281;8.584934210777282;7.1758763790130615
C1_4_5;41.32204627990723;43.91627836227417;35.93269295692444;41.77766263484955;47.939329981803894;45.97719640731812;42.12307624816894;49.15193059444427;35.541581416130064;43.68716368675232;46.44359104633331;50.1295690536499;42.00528090000152;47.48560585975647;45.834674096107484
C1_6_1;60.021658182144165;60.00582165718079;60.0094672203064;60.00722937583923;60.053633379936215;60.007993602752684;60.027070212364194;60.03480727672577;60.066846466064455;60.01039309501648;60.01411542892456;60.012614369392395;60.00670952796936;60.029514288902284;60.01680672168732
