Instance;SAVINGS_and_SIMULATED_ANNEALING;BEST_INSERTION_and_SIMULATED_ANNEALING;PARALLEL_CHEAPEST_INSERTION_and_SIMULATED_ANNEALING;SWEEP_and_SIMULATED_ANNEALING;EVALUATOR_STRATEGY_and_SIMULATED_ANNEALING;SEQUENTIAL_CHEAPEST_INSERTION_and_SIMULATED_ANNEALING;PATH_CHEAPEST_ARC_and_SIMULATED_ANNEALING;LOCAL_CHEAPEST_ARC_and_SIMULATED_ANNEALING;ALL_UNPERFORMED_and_SIMULATED_ANNEALING;PATH_MOST_CONSTRAINED_ARC_and_SIMULATED_ANNEALING;LOCAL_CHEAPEST_COST_INSERTION_and_SIMULATED_ANNEALING;FIRST_UNBOUND_MIN_VALUE_and_SIMULATED_ANNEALING;GLOBAL_CHEAPEST_ARC_and_SIMULATED_ANNEALING;CHRISTOFIDES_and_SIMULATED_ANNEALING;LOCAL_CHEAPEST_INSERTION_and_SIMULATED_ANNEALING
C1_4_1;35.52314112186432;45.45859174728393;40.24893307685852;38.55644316673279;39.11853199005127;46.31633632183075;52.17536506652832;46.871409106254575;36.94195206165314;43.03270878791809;45.95096733570099;40.215190863609315;40.82560856342316;48.05317134857178;41.762872385978696
C1_2_7;12.900274562835694;13.180539011955261;12.195523262023926;11.482210373878479;11.782790350914002;11.435391426086426;10.732935476303101;11.49108440876007;11.465510511398316;12.09601445198059;14.920734810829163;12.385446667671204;11.307340788841248;10.925859594345093;13.396037268638612
C1_4_10;51.2781788110733;49.72986912727356;47.84661631584167;49.576043891906735;49.430666184425355;51.03830075263977;47.798160672187805;47.11240432262421;49.58199019432068;54.30016629695892;49.021701145172116;47.821954536437985;47.14520432949066;52.977578496932985;47.994190263748166
C1_4_2;42.234213423728946;54.377047824859616;39.253071665763855;47.51182420253754;50.489785289764406;41.99301826953888;42.41993937492371;50.04473724365234;50.30904762744903;50.36819505691528;46.03036060333252;47.638971376419065;43.60576114654541;50.476218819618225;45.57909336090088
C1_4_9;44.213521885871884;44.25198121070862;48.80535287857056;48.76120593547821;48.73375008106232;44.40052177906036;34.592786049842836;45.60234260559082;47.212878179550174;43.7635397195816;43.86227905750275;49.94420874118805;48.5236074924469;45.814000415802;48.65629315376282
C1_2_5;9.898166084289551;7.993989300727844;8.490772271156311;7.58781111240387;7.890204882621765;9.387404990196227;10.499462389945984;10.995656776428223;7.506501078605652;9.771014642715453;6.695745301246643;8.83040177822113;7.616502690315246;6.4504105806350704;9.614135456085204
C1_2_4;13.122931790351867;18.06856772899628;14.791975164413453;14.531131625175476;11.54513394832611;16.34426419734955;13.580291700363158;13.931124687194824;12.477849197387695;14.42442774772644;14.887338781356812;9.920692706108094;13.343193316459656;15.709151268005371;9.21107439994812
C1_2_8;10.83613076210022;10.409232544898988;11.33698148727417;10.671107316017151;12.300513076782227;9.366335201263428;11.640978074073791;7.766053795814514;9.022541332244874;9.851346206665038;6.594448542594909;8.482954478263855;9.729783463478089;9.594899559020996;8.108706736564637
C1_4_5;33.27577157020569;45.834793257713315;47.03664424419403;46.498419761657715;46.39914119243622;36.91434795856476;41.88013398647308;43.63848667144775;38.30782577991486;50.29451196193695;37.94480307102204;42.447791242599486;36.63329873085022;46.09598264694214;43.749418663978574
C1_6_1;60.03773989677429;60.005010628700255;60.00695703029633;60.017812275886534;60.005347681045535;60.008611941337584;60.00569789409637;60.047584128379825;60.00532119274139;60.009660148620604;59.89067258834839;59.95514862537384;60.04137508869171;59.96431198120117;60.00608847141266
C1_2_3;8.845343971252442;7.786040210723877;10.278132104873658;10.324308562278748;10.54901201725006;13.771405267715455;11.730684947967529;13.164039492607117;10.532365417480468;11.835585570335388;8.045547342300415;11.3409113407135;11.20992977619171;12.834339666366578;12.440424633026122
C1_6_3;60.0060117483139;60.00668687820435;60.00798826217651;60.01302261352539;60.00742704868317;60.01035180091858;60.004348802566525;60.016679072380064;60.00777459144592;60.00700714588165;60.006798553466794;60.00800976753235;60.00534031391144;60.005670404434206;60.008442640304565
C1_2_10;14.68153817653656;13.254921531677246;10.294430613517761;10.347225117683411;9.849185585975647;13.608731269836426;11.348356461524963;12.53038022518158;9.871561527252197;13.801973009109497;14.0334979057312;10.759968256950378;9.956916570663452;13.123226714134216;10.49190571308136
C1_2_9;11.875691080093384;11.897764039039611;15.567714524269103;15.543835711479186;7.766379547119141;12.069738483428955;10.319230222702027;12.828818869590759;16.094550466537477;9.269501852989197;11.795052623748779;17.353389859199524;17.766706109046936;12.470582461357116;16.840840578079224
C1_2_6;9.534292507171632;10.986468744277953;9.242030954360962;8.872766542434693;7.706487607955933;9.328363251686095;13.987404274940491;10.076706790924073;9.922204279899598;11.265500807762146;9.317978167533875;8.589501094818115;9.398308825492858;8.143218111991882;9.90204439163208
C1_4_6;50.95213685035706;50.308807134628296;44.128626751899716;42.67350504398346;51.62358667850494;48.455154466629025;50.408074140548706;51.25293061733246;47.53055038452148;51.21138424873352;39.70565006732941;40.873485159873965;43.47508864402771;52.01030497550964;42.483876538276675
C1_4_4;51.719516444206235;56.91585838794708;52.31314482688904;55.081832146644594;58.00347802639008;51.45448434352875;40.24314105510712;55.7466166973114;51.93368725776672;54.77639136314392;50.759953474998476;54.105531740188596;55.038606715202334;51.59004626274109;54.701471304893495
C1_2_2;10.849721550941467;10.696890997886658;10.905492544174194;11.31174669265747;11.71583685874939;13.605037212371826;11.396661067008973;12.141188669204713;10.44431095123291;10.520552515983582;13.07279143333435;11.636296677589417;9.765290784835816;11.058359384536743;8.715837860107422
C1_6_5;60.00539045333862;60.00701649188996;60.00889008045196;60.005735039711;60.00602147579193;60.0059638261795;60.00444338321686;60.00449087619781;60.006689763069154;60.00597281455994;60.00671637058258;60.0071760892868;60.00690922737122;60.00878136157989;60.008976626396176
C1_2_1;7.220170855522156;6.6825402736663815;7.976115727424622;6.869851231575012;6.762988352775574;6.071557569503784;7.358003234863281;6.705080175399781;6.848024773597717;7.077511787414551;6.634594368934631;6.437483310699463;7.3612473726272585;6.843809747695923;6.867444300651551
C1_4_3;49.58440487384796;53.39031095504761;53.91734812259674;50.56379668712616;48.37433445453644;54.379213905334474;59.69441509246826;54.298137950897214;53.38983280658722;49.357840180397034;53.6140882730484;52.59908654689789;53.36444637775421;57.78224890232086;51.88950338363647
C1_6_2;60.00582242012024;60.02097101211548;60.007354211807254;60.006457233428954;60.006754422187804;60.00619184970856;60.005611872673036;60.00774457454681;60.007208824157715;60.00715341567993;60.015969681739804;60.00648410320282;60.00908846855164;60.00684833526611;60.00851380825043
C1_4_7;51.59075613021851;45.277138757705686;53.087503814697264;50.77979211807251;53.659787774086;50.05170669555664;54.21676952838898;46.53637397289276;50.691799068450926;44.87241630554199;43.65923652648926;52.85349895954132;49.551287746429445;45.89420795440674;48.078472924232486
C1_6_4;60.00558423995972;60.00681653022766;60.00581774711609;60.0054533958435;60.00988047122955;60.00490238666534;60.00588438510895;58.06195096969604;790.6243414640427;60.012485074996945;60.00785889625549;60.00580024719238;60.007339763641355;60.005631589889525;60.00504877567291
C1_4_8;53.107049345970154;41.57008848190308;43.965611743927;46.47332203388214;47.32662925720215;45.01612997055054;53.59417858123779;49.39502124786377;41.68239409923554;40.85144574642182;51.046926045417784;52.12750496864319;49.927663111686705;51.00294420719147;47.36925749778747
