Instance;SAVINGS_and_TABU_SEARCH;GLOBAL_CHEAPEST_ARC_and_SIMULATED_ANNEALING;PATH_MOST_CONSTRAINED_ARC_and_GUIDED_LOCAL_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_GREEDY_DESCENT;LOCAL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH
p3;3.6394755363464357;3.622041654586792;5.240957522392273;3.6208086729049684;3.6223225355148316
p6;11.612585139274596;11.608693504333496;10.543162894248962;11.609455561637878;11.610617804527283
p19;18.894081950187683;18.900605702400206;18.896200823783875;14.417948722839355;18.90351183414459
p5;13.523688650131225;13.528523087501526;13.513805699348449;15.227360224723816;13.522333335876464
p1;0.7604400157928467;0.7655162811279297;1.138797354698181;0.7621288299560547;1.1596468687057495
p31;0.026690864562988283;0.02710578441619873;0.02670750617980957;0.026400995254516602;0.026577115058898926
p15;0.7712441444396972;0.7707437038421631;0.7928356170654297;0.7702114343643188;0.7709334850311279
p2;0.7609053611755371;0.7593704700469971;1.1361747980117798;0.7572009325027466;1.1539517879486083
