Instance;SWEEP_and_TABU_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_and_TABU_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_TABU_SEARCH;CHRISTOFIDES_and_TABU_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_and_TABU_SEARCH;SAVINGS_and_TABU_SEARCH;LOCAL_CHEAPEST_INSERTION_and_TABU_SEARCH;PATH_MOST_CONSTRAINED_ARC_and_TABU_SEARCH;LOCAL_CHEAPEST_ARC_and_TABU_SEARCH;FIRST_UNBOUND_MIN_VALUE_and_TABU_SEARCH;BEST_INSERTION_and_TABU_SEARCH;GLOBAL_CHEAPEST_ARC_and_TABU_SEARCH;ALL_UNPERFORMED_and_TABU_SEARCH;PATH_CHEAPEST_ARC_and_TABU_SEARCH;EVALUATOR_STRATEGY_and_TABU_SEARCH
C1_4_1;39.114635062217715;39.32637782096863;37.80141246318817;36.6105456829071;38.99315993785858;28.47035539150238;30.489615774154665;38.534079098701476;41.4231064081192;39.46614100933075;43.26038646697998;35.428124690055846;40.68921592235565;30.092957663536072;42.30201816558838
C1_2_7;7.183082389831543;7.3788156747818;7.964497423171997;11.110271048545837;7.547500562667847;9.26760835647583;6.57945613861084;5.6138616561889645;5.826405930519104;8.687941241264344;9.453792214393616;10.696588158607483;8.016784572601319;12.69433135986328;10.994441843032837
C1_4_10;57.9053120136261;57.600050115585326;57.678950333595274;53.476591038703916;58.01204142570496;54.744878101348874;55.190150427818295;56.856280827522276;56.51406373977661;57.34767951965332;52.20821080207825;55.51699669361115;55.1401349067688;59.9735652923584;54.90386772155762
C1_4_2;52.69801063537598;52.03033468723297;49.903460717201234;53.61015877723694;51.49793703556061;49.442727255821225;52.11881022453308;49.4961186170578;51.28968183994293;52.123979449272156;52.03732256889343;52.113196754455565;53.41723701953888;44.091570591926576;51.85831401348114
C1_4_9;47.41733536720276;51.52927424907684;53.9071159362793;49.78213233947754;49.97278728485107;54.2661374092102;50.25655779838562;55.302244210243224;53.05138745307922;54.41578950881958;51.48223376274109;55.88764023780823;54.60330028533936;84.46392641067504;55.39654700756073
C1_2_5;7.877753233909607;10.763082003593444;8.148559379577637;11.308049988746642;11.51199812889099;11.04908628463745;7.799991512298584;11.327050256729127;11.084797286987305;7.726701831817627;11.253927445411682;8.4887300491333;8.006502962112426;8.352496933937072;7.960326027870178
C1_2_4;14.497926950454712;12.593469262123108;10.046429777145386;11.470044112205505;11.859210896492005;11.473545050621032;17.180639386177063;12.392571759223937;16.36187872886658;16.203613328933717;15.143971848487855;13.16741247177124;12.762053036689759;18.700314426422118;16.131309819221496
C1_2_8;7.54459137916565;11.627432537078857;11.491737127304077;12.216722321510314;10.414041996002197;9.718591547012329;11.81835596561432;9.262445211410522;6.799092721939087;10.60753276348114;9.918551445007324;8.3938645362854;10.59041645526886;10.1916499376297;11.979301476478577
C1_4_5;49.14640665054321;42.088123846054074;45.21975371837616;38.2410728931427;39.71730189323425;44.300839924812315;41.479501366615295;38.291028308868405;47.39657850265503;39.587447714805606;44.74890632629395;49.214101386070254;47.30077891349792;32.236853098869325;42.372760605812076
C1_6_1;60.00608925819397;60.0058340549469;60.01210949420929;60.00545604228974;60.00585191249847;60.008748936653134;60.00599682331085;59.945918273925784;60.01456017494202;60.0053952217102;60.007178378105166;60.007143187522885;60.00512101650238;60.00416572093964;60.0052604675293
C1_2_3;9.087853264808654;11.246246910095214;11.221919941902161;11.785729718208312;11.121081471443176;15.975530862808228;11.309218192100525;10.873220443725586;11.617467904090882;11.140593767166138;11.974421215057372;11.591159963607788;10.937061166763305;17.100832438468935;11.23059265613556
C1_6_3;60.00770406723022;60.00767376422882;60.00882728099823;60.006355142593385;60.0058007478714;60.004758381843565;60.00871565341949;60.006793355941774;60.006890988349916;60.005559945106505;60.006119799613955;60.00466105937958;60.00634574890137;60.008912086486816;60.008309268951415
