Instance;CHRISTOFIDES_and_GUIDED_LOCAL_SEARCH;EVALUATOR_STRATEGY_and_GUIDED_LOCAL_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_and_GUIDED_LOCAL_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_GUIDED_LOCAL_SEARCH;BEST_INSERTION_and_GUIDED_LOCAL_SEARCH;GLOBAL_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;SWEEP_and_GUIDED_LOCAL_SEARCH;PATH_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;FIRST_UNBOUND_MIN_VALUE_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_INSERTION_and_GUIDED_LOCAL_SEARCH;PATH_MOST_CONSTRAINED_ARC_and_GUIDED_LOCAL_SEARCH;ALL_UNPERFORMED_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;SAVINGS_and_GUIDED_LOCAL_SEARCH
C1_4_1;41.24981603622437;26.397787976264954;29.323786234855653;36.69073748588562;40.07043070793152;39.76278121471405;40.832898426055905;37.36728880405426;38.92668867111206;38.89845459461212;38.896264219284056;37.27390685081482;42.481283116340634;43.34649791717529;41.113873195648196
C1_2_7;10.606065344810485;9.852040433883667;7.0490015029907225;8.008131265640259;9.557020211219788;10.501722979545594;9.1036883354187;7.023556447029113;8.56709270477295;7.678353595733642;10.97449734210968;7.678092217445373;5.448897433280945;8.212275671958924;7.838074970245361
C1_4_10;55.124232220649716;54.508207249641416;54.28857913017273;56.06884951591492;56.37713723182678;50.38207552433014;54.37567210197449;53.83195447921753;57.68609118461609;53.72930734157562;58.244464206695554;53.52946941852569;54.92487897872925;54.5439891576767;55.85127363204956
C1_4_2;48.888230323791504;49.48115451335907;49.52603545188904;49.91927077770233;53.22561433315277;52.37702567577362;50.61271524429321;53.2851726770401;50.60565278530121;48.72332878112793;50.37931706905365;55.64855787754059;49.868954515457155;53.253455591201785;54.39135527610779
C1_4_9;55.1468245267868;57.17953851222992;55.57764620780945;48.70160443782807;53.99080924987793;52.21583027839661;50.956130385398865;55.12982194423675;226.68319025039673;56.85635914802551;54.36972706317901;53.64252192974091;54.647994089126584;53.4782735824585;49.992991757392886
C1_2_5;11.211549854278564;7.90205717086792;11.07655827999115;11.114014863967896;7.788224244117737;11.391415858268738;7.647611212730408;7.924916553497314;8.043000197410583;7.929088926315307;7.771749758720398;11.531102967262267;7.772983574867249;10.85841372013092;11.026899600028992
C1_2_4;12.287495422363282;16.462715792655946;10.81424400806427;17.473887872695922;15.813622665405273;16.586831736564637;11.426526474952698;13.968933391571046;17.156260991096495;15.013606786727905;11.151560211181641;11.104321694374084;12.648304677009582;11.162776756286622;13.412389945983886
C1_2_8;9.10615086555481;8.882017707824707;12.180142641067505;12.031876373291016;11.287920236587524;8.27343783378601;10.293193197250366;10.53815562725067;9.565084218978882;8.638994908332824;8.460145664215087;10.7168199300766;8.352007722854614;7.015809440612793;11.868132138252259
C1_4_5;42.83138997554779;34.91266918182373;39.734160852432254;37.90485014915466;55.00267498493194;49.936596632003784;36.468876695632936;43.992710423469546;52.99534704685211;48.456500720977786;44.3529616355896;49.66933386325836;44.561430191993715;41.246950840950014;33.32811954021454
C1_6_1;60.005484437942506;60.0075220823288;60.006403827667235;60.05675301551819;60.0065927028656;60.005812311172484;60.005304193496706;60.006570076942445;60.00768330097198;60.00720469951629;60.005130124092105;60.00452015399933;60.00428977012634;60.00452179908753;60.020252633094785
