Instance;CHRISTOFIDES_and_GREEDY_DESCENT;EVALUATOR_STRATEGY_and_GREEDY_DESCENT;PATH_MOST_CONSTRAINED_ARC_and_GREEDY_DESCENT;ALL_UNPERFORMED_and_GREEDY_DESCENT;BEST_INSERTION_and_GREEDY_DESCENT;PATH_CHEAPEST_ARC_and_GREEDY_DESCENT;LOCAL_CHEAPEST_ARC_and_GREEDY_DESCENT;LOCAL_CHEAPEST_INSERTION_and_GREEDY_DESCENT;SWEEP_and_GREEDY_DESCENT;SAVINGS_and_GREEDY_DESCENT;SEQUENTIAL_CHEAPEST_INSERTION_and_GREEDY_DESCENT;FIRST_UNBOUND_MIN_VALUE_and_GREEDY_DESCENT;GLOBAL_CHEAPEST_ARC_and_GREEDY_DESCENT;PARALLEL_CHEAPEST_INSERTION_and_GREEDY_DESCENT;LOCAL_CHEAPEST_COST_INSERTION_and_GREEDY_DESCENT
att48;0.5213342905044556;0.1464937925338745;0.4550437927246094;0.17853844165802002;0.6201761960983276;0.3349001407623291;0.48525023460388184;0.1491304636001587;0.13057196140289307;0.515509843826294;0.4619699716567993;0.1698000431060791;0.20852124691009521;0.17041492462158203;0.5698833465576172
pr76;1.6397531032562256;1.6362556219100952;1.619132161140442;1.0924046039581299;1.561363935470581;1.1321477890014648;1.7820230722427368;1.7738680839538574;1.9552687406539917;1.1250853538513184;1.2895221710205078;1.5621659755706787;1.1113243103027344;1.6707863807678223;2.243341088294983
st70;1.1537934144337971;0.7345359325408936;1.672598123550415;1.7265129884084065;0.560133139292399;0.8299864133199056;0.9606598218282064;0.8400978247324625;0.4570620059967041;0.6400991280873617;0.8118529319763184;0.8458220958709717;0.38051478068033856;0.4871995449066162;0.5241689682006836
rd100;1.984369198481242;2.301059087117513;1.053999662399292;0.9415793418884277;1.0569899876912434;0.8564111391703287;1.284441312154134;1.1275471051534016;1.0791569550832112;0.7026696999867758;0.8772457440694174;2.9277164141337075;1.0936102867126465;2.2737157344818115;3.1618704795837402
dsj1000;60.00719483693441;60.012144247690834;60.017492850621544;60.010560830434166;60.01623821258545;60.00489981969198;60.00777995586395;60.00857615470886;60.00682020187378;60.00567738215128;60.00801384449005;60.00488829612732;60.00665724277496;60.0064297914505;60.00645685195923
u724;60.00269412994385;60.005465626716614;60.004196882247925;60.003499150276184;60.00817918777466;60.00491487979889;60.00320649147034;60.00496542453766;60.007423877716064;60.00420415401459;60.00455164909363;60.003193378448486;60.003159284591675;60.00405716896057;60.00627326965332
ch150;9.591144879659018;9.413822571436564;9.493281046549479;6.7888111273447675;8.751084486643473;4.377816438674927;6.034445285797119;9.641709645589193;8.098738352457682;11.491072654724121;8.433740854263306;7.299664735794067;9.257369756698608;9.17087189356486;9.401290655136108
d657;60.00810432434082;60.00984819730123;60.00396601359049;60.004037300745644;57.212317943573;60.00244124730428;60.00664130846659;60.00715573628744;60.00689069430033;60.00671903292338;60.00290616353353;60.00638850529989;60.004777590433754;60.00282573699951;60.00317660967509
pr107;1.762922763824463;1.7518961429595947;0.9430959224700928;1.9435510635375977;1.403792381286621;1.3639602661132812;0.8832588195800781;0.31608033180236816;1.2733488082885742;1.6669156551361084;0.9378838539123535;0.7747693061828613;0.8885898590087891;0.808751106262207;0.29180121421813965
ulysses22;0.01599884033203125;0.03277015686035156;0.025977373123168945;0.033655405044555664;0.030180692672729492;0.05417585372924805;0.035449981689453125;0.03094005584716797;0.03185749053955078;0.019317150115966797;0.02880239486694336;0.04989767074584961;0.03175473213195801;0.033056020736694336;0.028317689895629883
pr124;1.3168971538543701;3.605797052383423;2.2541565895080566;3.8402421474456787;1.2843341827392578;1.5335595607757568;1.1114492416381836;1.737403154373169;3.8031888008117676;1.1808514595031738;1.2509803771972656;3.4755029678344727;3.868288278579712;4.480987787246704;1.1426756381988525
d493;46.37085556983948;59.47465252876282;51.18073856830597;60.00709652900696;50.09886384010315;38.556613087654114;42.95760631561279;60.002315282821655;21.32078742980957;18.69541597366333;41.28718066215515;22.44442129135132;31.116729736328125;30.803258657455444;35.38453531265259
ulysses16;0.01102757453918457;0.00853109359741211;0.008371829986572266;0.009030580520629883;0.009426116943359375;0.014601469039916992;0.011409997940063477;0.009250164031982422;0.00986933708190918;0.00850677490234375;0.010271310806274414;0.009059429168701172;0.009741783142089844;0.011768341064453125;0.008581399917602539
