Instance;CHRISTOFIDES_and_GUIDED_LOCAL_SEARCH;EVALUATOR_STRATEGY_and_GUIDED_LOCAL_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_and_GUIDED_LOCAL_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_GUIDED_LOCAL_SEARCH;BEST_INSERTION_and_GUIDED_LOCAL_SEARCH;GLOBAL_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;SWEEP_and_GUIDED_LOCAL_SEARCH;PATH_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;FIRST_UNBOUND_MIN_VALUE_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_INSERTION_and_GUIDED_LOCAL_SEARCH;PATH_MOST_CONSTRAINED_ARC_and_GUIDED_LOCAL_SEARCH;ALL_UNPERFORMED_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;SAVINGS_and_GUIDED_LOCAL_SEARCH
att48;0.06586472988128662;0.07292215824127198;0.0645587682723999;0.06485519409179688;0.06558120250701904;0.06697347164154052;0.06540796756744385;0.0670543909072876;0.03715689182281494;0.07181694507598876;0.07074594497680664;0.06821041107177735;0.06877686977386474;0.06583592891693116;0.06551554203033447
pr76;0.4230839490890503;0.37642660140991213;0.3978991985321045;0.49507870674133303;0.3807100534439087;0.415790057182312;0.5256194829940796;0.35552520751953126;0.39371886253356936;0.26371715068817136;0.3472579002380371;0.36117241382598875;0.3975071430206299;0.3752219915390015;0.17091984748840333
pr107;0.5913567543029785;0.6832414150238038;0.5880537748336792;0.5780880451202393;0.687143063545227;0.5903860330581665;0.6741419553756713;0.6418293952941895;0.6935838460922241;0.6828412532806396;0.6517251491546631;0.633237624168396;0.6572653532028199;0.6023406505584716;0.570494818687439
st70;0.13593385219573975;0.12146167755126953;0.13365988731384276;0.1370903491973877;0.11628923416137696;0.1322011709213257;0.11572003364562988;0.11818170547485352;0.11967034339904785;0.11409621238708496;0.11714935302734375;0.13483312129974365;0.11472370624542236;0.13435213565826415;0.14273579120635987
ulysses22;0.005859661102294922;0.0058947324752807615;0.006226253509521484;0.010225629806518555;0.006601786613464356;0.0070459842681884766;0.007169866561889648;0.006192588806152343;0.0058944463729858395;0.007348895072937012;0.006007766723632813;0.005933332443237305;0.006484723091125489;0.006978178024291992;0.005843424797058105
rd100;0.4586022138595581;0.4900291919708252;0.47559802532196044;0.435787296295166;0.44781086444854734;0.4492668151855469;0.44838581085205076;0.5166980743408203;0.6175711870193481;0.4612757682800293;0.4628190755844116;0.49334704875946045;0.45008461475372313;0.4673617362976074;0.476097559928894
pr124;0.5183820247650146;0.31574881076812744;0.5290328741073609;0.5398482799530029;0.3301478624343872;0.5504262447357178;0.30859243869781494;0.3130364179611206;0.31096055507659914;0.3094544649124146;0.30441396236419677;0.5053505420684814;0.3545073509216309;0.5051777362823486;0.5427783727645874
d493;15.500512480735779;13.092529368400573;14.64576346874237;14.847616338729859;14.849602794647216;13.944316387176514;14.851496481895447;15.500745868682861;15.18564670085907;14.881017303466797;15.480594038963318;13.55372679233551;14.184621810913086;14.805401730537415;13.796758460998536
ulysses16;0.002782917022705078;0.002749037742614746;0.002744245529174805;0.0028182268142700195;0.002719593048095703;0.0027466773986816405;0.00284273624420166;0.0027553319931030275;0.0029011011123657227;0.0029731035232543946;0.0028202295303344726;0.002784395217895508;0.00276486873626709;0.002909231185913086;0.002785778045654297
dsj1000;15.507044529914856;15.501679801940918;15.501755261421204;15.501973652839661;15.501976919174194;15.501663875579833;15.50142412185669;15.501831102371217;15.501610660552979;15.50157573223114;15.501809144020081;15.501525449752808;15.501587510108948;15.501585555076598;15.50149393081665
u724;15.501100564002991;15.501352858543395;15.501202273368836;15.501224255561828;15.501105403900146;15.501265144348144;15.500924038887025;15.501367020606995;15.50121967792511;15.501083493232727;15.501061391830444;15.500943517684936;15.500976467132569;15.50100290775299;15.501431274414063
ch150;1.310822558403015;1.2914666175842284;1.378694438934326;1.2752986192703246;1.3080443143844604;1.382810378074646;1.3456838130950928;1.3719080924987792;1.3432476997375489;1.3149776697158813;1.3280475616455079;1.329006052017212;1.3544142246246338;1.3103335618972778;1.3576910495758057
d657;15.500766611099243;15.501203179359436;15.500802254676818;15.501133847236634;15.501095843315124;15.501303839683533;15.501043939590454;15.50055272579193;87.466912317276;15.500897240638732;15.500932431221008;15.500950264930726;15.500811290740966;15.501111888885498;15.500980806350707
