Instance;LOCAL_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;ALL_UNPERFORMED_and_GENERIC_TABU_SEARCH;PATH_MOST_CONSTRAINED_ARC_and_GENERIC_TABU_SEARCH;CHRISTOFIDES_and_GENERIC_TABU_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_and_GENERIC_TABU_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;SAVINGS_and_GENERIC_TABU_SEARCH;SWEEP_and_GENERIC_TABU_SEARCH;LOCAL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;BEST_INSERTION_and_GENERIC_TABU_SEARCH;FIRST_UNBOUND_MIN_VALUE_and_GENERIC_TABU_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;PATH_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;GLOBAL_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;EVALUATOR_STRATEGY_and_GENERIC_TABU_SEARCH
att48;0.06602311134338379;0.06916341781616211;0.07089109420776367;0.06492631435394287;0.0685046672821045;0.06534624099731445;0.07237522602081299;0.06957025527954101;0.06774594783782958;0.06633305549621582;0.06613352298736572;0.06562535762786866;0.07079439163208008;0.06636683940887451;0.06733512878417969
pr76;0.3648214340209961;0.3590944051742554;0.33641843795776366;0.25750017166137695;0.39375307559967043;0.35231647491455076;0.538054347038269;0.4160765647888184;0.3763465404510498;0.36921226978302;0.3935852527618408;0.15052614212036133;0.26088201999664307;0.40936665534973143;0.4830235481262207
pr107;0.6416404724121094;0.5709918975830078;0.6581771612167359;0.6490608215332031;0.7147520780563354;0.6693352699279785;0.6593981504440307;0.5595332622528076;0.5973747968673706;0.6750070095062256;0.5729574680328369;0.5764212369918823;0.5733955860137939;0.57973210811615;0.5734444856643677
st70;0.11282353401184082;0.13199408054351808;0.11412332057952881;0.11126453876495361;0.11352221965789795;0.11677739620208741;0.11742401123046875;0.13327310085296631;0.13989050388336183;0.1135491132736206;0.13421964645385742;0.1378645658493042;0.1365277051925659;0.1317600727081299;0.1437591552734375
ulysses22;0.007002615928649902;0.007153558731079102;0.0059729814529418945;0.008625078201293945;0.007504677772521973;0.005984973907470703;0.0059643745422363285;0.005882740020751953;0.008664584159851075;0.006817030906677246;0.006549310684204101;0.006252598762512207;0.005878329277038574;0.006958150863647461;0.0060269832611083984
rd100;0.45098061561584474;0.4440940856933594;0.5240556955337524;0.4357405185699463;0.4323365926742554;0.44614741802215574;0.5035424709320069;0.5336464166641235;0.43724861145019533;0.44914798736572265;0.44850475788116456;0.45494124889373777;0.4920412540435791;0.4544084548950195;0.4659497976303101
pr124;0.31293611526489257;0.5202428817749023;0.31124422550201414;0.3528439044952393;0.3052096366882324;0.32375187873840333;0.3125455856323242;0.5521651983261109;0.5041827201843262;0.30455546379089354;0.5070383787155152;0.5486081838607788;0.5541213274002075;0.5360657453536988;0.5169290065765381
d493;15.044315695762634;14.41639530658722;15.278022694587708;14.851385188102721;14.212310361862183;15.445901107788085;14.846625137329102;13.760257720947266;14.396221041679382;14.15510721206665;15.072381830215454;15.010214042663574;15.500709629058838;14.823665499687195;12.761107969284058
ulysses16;0.0029254436492919924;0.002733802795410156;0.0029431819915771485;0.0027395963668823244;0.0027427434921264648;0.0027956724166870116;0.0027542829513549803;0.0027681827545166016;0.003128814697265625;0.002703547477722168;0.003108501434326172;0.002726912498474121;0.0028570413589477537;0.0029597043991088866;0.002759575843811035
dsj1000;15.50175371170044;15.50194845199585;15.50164453983307;15.50148527622223;15.50217387676239;15.501534843444825;15.501885437965393;15.501516103744507;15.50166654586792;15.502017617225647;15.502076935768127;15.501756858825683;15.50149393081665;15.501449060440063;15.501632833480835
u724;15.50144956111908;15.50115933418274;15.50085208415985;15.50092809200287;15.501116752624512;15.501128840446473;15.501139760017395;15.501140570640564;15.501076579093933;15.5010272026062;15.50099766254425;15.501161670684814;15.50142171382904;15.501106405258179;15.500862455368042
ch150;1.3656994819641113;1.3575889110565185;1.332813310623169;1.2779976367950439;1.331025743484497;1.3984724044799806;1.4189467430114746;1.4271923303604126;1.3241376638412476;1.3572635889053344;1.2737955570220947;1.2888840913772583;1.464472508430481;1.3414190053939818;1.306361198425293
d657;15.50188913345337;15.501295948028565;15.500892853736877;15.501028108596802;15.500981187820434;15.501031756401062;15.501141691207886;15.501013207435609;15.50117461681366;15.500833368301391;15.5008935213089;15.50096800327301;15.500968551635742;15.50067479610443;15.500805521011353
