Instance;CHRISTOFIDES_and_GUIDED_LOCAL_SEARCH;EVALUATOR_STRATEGY_and_GUIDED_LOCAL_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_and_GUIDED_LOCAL_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_GUIDED_LOCAL_SEARCH;BEST_INSERTION_and_GUIDED_LOCAL_SEARCH;GLOBAL_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;SWEEP_and_GUIDED_LOCAL_SEARCH;PATH_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;FIRST_UNBOUND_MIN_VALUE_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_INSERTION_and_GUIDED_LOCAL_SEARCH;PATH_MOST_CONSTRAINED_ARC_and_GUIDED_LOCAL_SEARCH;ALL_UNPERFORMED_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;SAVINGS_and_GUIDED_LOCAL_SEARCH
p3;3.5075738191604615;3.502886438369751;3.5025845766067505;3.5078915119171143;3.504384231567383;3.5220783948898315;3.5258305072784424;3.4974231243133547;5.027804279327393;3.516855001449585;3.5031232118606566;4.346917176246643;3.499951696395874;3.5173959970474242;3.49623761177063
p6;9.960369396209718;9.880696058273315;9.898470377922058;9.886777400970459;9.901264548301697;9.897365069389343;9.951114058494568;9.95971953868866;9.959786105155946;9.970341610908509;9.891778659820556;9.895641636848449;9.930642247200012;9.888982272148132;9.89266221523285
p19;11.557154440879822;12.75288920402527;12.298728561401367;15.748104643821716;13.49160177707672;15.309755682945251;14.844686818122863;14.6365385055542;9.280984091758729;11.282119011878967;11.649198937416077;19.01291706562042;12.8461923122406;13.767077207565308;14.429150533676147
p5;11.577007579803468;11.567755317687988;11.576059937477112;11.561192107200622;11.543727731704712;11.552664971351623;11.677029013633728;11.579630589485168;11.748890447616578;11.594344115257263;11.59417359828949;11.5452130317688;11.596446776390076;11.564321279525757;11.556091141700744
p1;1.2556407928466797;1.255589485168457;1.2549947023391723;1.2527618885040284;1.259441113471985;1.2572560071945191;1.2544695854187011;1.2531225442886353;1.6539377450942994;1.2572557926177979;1.2568382263183593;1.2580037355422973;1.2628550767898559;1.2592273235321045;1.2531740188598632
p31;0.011335396766662597;0.0130295991897583;0.01141650676727295;0.011452603340148925;0.013409996032714843;0.011978244781494141;0.01336512565612793;0.013918709754943848;0.013090968132019043;0.013766193389892578;0.014192509651184081;0.011072444915771484;0.013477945327758789;0.012062764167785645;0.011565017700195312
p15;1.0522634744644166;0.8329536437988281;1.048819899559021;1.7483039379119873;1.2943420171737672;1.7450549602508545;1.3054666996002198;1.289371919631958;1.2985824823379517;0.8347738742828369;0.8293411493301391;1.0440311193466187;0.8349727392196655;1.0532767295837402;1.744018316268921
p20;20.001519393920898;19.825825023651124;20.001167798042296;20.001181840896606;20.00161099433899;20.00134642124176;19.93312315940857;20.001600074768067;20.0006765127182;20.001575231552124;19.790360832214354;20.001154041290285;19.442523646354676;20.001003646850585;19.970270442962647
p4;12.264213824272156;12.282977676391601;12.268929982185364;12.284701037406922;12.2981614112854;12.275121402740478;12.278476881980897;12.257779860496521;12.359782457351685;12.319607543945313;12.310311603546143;12.267011761665344;12.29309504032135;12.27672619819641;12.316897368431091
p2;1.2530365705490112;1.2643712759017944;1.2715476989746093;1.2533002138137816;1.2507484197616576;1.2546646356582642;1.261221957206726;1.250812792778015;1.651230549812317;1.2501407146453858;1.2645532369613648;1.2537538528442382;1.2611599445343018;1.2512278795242309;1.2525537014007568
