Instance;SAVINGS_and_SIMULATED_ANNEALING;BEST_INSERTION_and_SIMULATED_ANNEALING;PARALLEL_CHEAPEST_INSERTION_and_SIMULATED_ANNEALING;SWEEP_and_SIMULATED_ANNEALING;EVALUATOR_STRATEGY_and_SIMULATED_ANNEALING;SEQUENTIAL_CHEAPEST_INSERTION_and_SIMULATED_ANNEALING;PATH_CHEAPEST_ARC_and_SIMULATED_ANNEALING;LOCAL_CHEAPEST_ARC_and_SIMULATED_ANNEALING;ALL_UNPERFORMED_and_SIMULATED_ANNEALING;PATH_MOST_CONSTRAINED_ARC_and_SIMULATED_ANNEALING;LOCAL_CHEAPEST_COST_INSERTION_and_SIMULATED_ANNEALING;FIRST_UNBOUND_MIN_VALUE_and_SIMULATED_ANNEALING;GLOBAL_CHEAPEST_ARC_and_SIMULATED_ANNEALING;CHRISTOFIDES_and_SIMULATED_ANNEALING;LOCAL_CHEAPEST_INSERTION_and_SIMULATED_ANNEALING
CVRP_3;19.999579763412477;20.00024902820587;20.00027084350586;19.036395096778868;19.037916779518127;20.000161504745485;19.03467357158661;20.000777554512023;20.00004427433014;19.999390411376954;20.00056118965149;20.00018889904022;20.00037317276001;20.000045680999754;20.000284075737
p3;20.000330090522766;20.000443053245544;20.000324869155882;20.00025963783264;20.00046103000641;20.000183582305908;20.000456619262696;20.00033917427063;20.000466108322144;20.000372338294984;20.000360345840456;20.000565695762635;20.000191950798033;20.00033495426178;20.00061445236206
p6;20.000403904914855;20.00043821334839;20.000361680984497;20.000312519073486;20.001204586029054;20.000978565216066;20.000351595878602;20.000776171684265;20.000406432151795;20.00038616657257;20.000617337226867;20.000535368919373;20.000416040420532;20.00052363872528;20.000405526161195
p19;20.000603914260864;20.000244736671448;20.00060291290283;20.000536608695985;20.000586771965025;20.00055158138275;20.000375270843506;20.000558042526244;20.000217890739442;20.000363492965697;20.00039143562317;20.000967264175415;20.000531959533692;20.002715587615967;20.000610280036927
p5;20.00032503604889;20.000584149360655;20.000482416152956;20.000553727149963;20.000530672073364;20.00026273727417;20.000394463539124;20.00066981315613;20.000480031967165;20.000394678115846;20.000456380844117;20.000417518615723;20.000445795059203;20.000361919403076;20.00048632621765
p1;20.00024938583374;20.000173234939574;20.00010781288147;20.00026469230652;20.000418496131896;20.000410532951356;20.00050096511841;20.000204420089723;20.000307965278626;20.000153684616087;20.000214838981627;20.00035071372986;20.00126757621765;20.000188946723938;20.000506830215453
CVRP_5;20.000358057022094;20.000483131408693;20.000396656990052;20.000393319129945;20.000151538848876;20.000408864021303;20.00022156238556;20.00023274421692;20.000248670578003;20.000445246696472;20.000613403320312;20.0004230260849;20.000430178642272;20.002051424980163;20.0004949092865
p31;0.044318652153015135;0.04348900318145752;0.041132211685180664;0.03685286045074463;0.04213161468505859;0.04137003421783447;0.034981155395507814;0.04179778099060059;0.037160277366638184;0.03951289653778076;0.04453704357147217;0.04571552276611328;0.036649131774902345;0.04150855541229248;0.03910715579986572
p15;20.000082635879515;20.000287985801698;20.000282406806946;20.000125551223753;20.000377821922303;20.000400042533876;20.00044252872467;20.000052070617677;20.000264120101928;20.000344157218933;20.000214552879335;20.000354480743407;20.000302028656005;20.000071144104005;20.000236988067627
p20;20.000512290000916;20.001032519340516;20.00078706741333;20.000643038749693;20.00067811012268;20.000718188285827;20.00060317516327;20.000624012947082;20.00074419975281;20.00080943107605;20.00074028968811;20.000818419456483;20.000849032402037;20.00068852901459;20.00092577934265
CVRP_2;18.31908588409424;18.592155742645264;18.571711325645445;18.588168454170226;18.574261093139647;18.31833243370056;18.574003744125367;18.591858386993408;18.57476246356964;18.591189098358154;18.597365808486938;18.580370664596558;18.572049283981322;18.60815143585205;18.573227214813233
p4;20.000452089309693;20.00031280517578;20.00032756328583;20.000521779060364;20.000329113006593;20.0005624294281;20.000382447242735;20.000410652160646;20.00045802593231;20.000997614860534;20.000514817237853;20.000859212875366;20.000262832641603;20.000927877426147;20.00051510334015
p16;20.00049183368683;20.000513911247253;20.000429105758666;20.000642323493956;20.000769805908202;20.00057921409607;20.000574278831483;20.001261496543883;20.00047299861908;20.000575709342957;20.000283646583558;20.000469374656678;20.000708675384523;20.000493741035463;20.00064594745636
CVRP_100;0.11452159881591797;0.11368954181671143;0.09635806083679199;0.09535152912139892;0.094883131980896;0.11130256652832031;0.09583845138549804;0.11095373630523682;0.09694492816925049;0.11002097129821778;0.11567060947418213;0.0949946403503418;0.09601428508758544;0.11134686470031738;0.09475572109222412
p18;20.000788736343384;20.000872707366945;20.000823521614073;20.00078613758087;20.0009938955307;20.000906801223756;20.000975370407104;20.00067071914673;20.001001167297364;20.0004976272583;20.0006774187088;20.00068759918213;20.001023864746095;20.00069890022278;20.000789165496826
p2;20.000453114509583;20.000318503379823;20.00048382282257;20.000198769569398;20.000277876853943;20.00005922317505;20.000137591361998;20.000326442718507;20.000088596343993;20.000352025032043;20.000778555870056;20.00030038356781;20.00036950111389;20.00017912387848;20.000686645507812
p17;20.001000809669495;20.00055046081543;20.000522708892824;20.000689482688905;20.000465321540833;20.00066375732422;20.000596928596497;20.000741314888;20.000710225105287;20.000514411926268;20.000487399101257;20.000840306282043;20.000575613975524;20.000528049468993;20.00076358318329
p12;20.001020503044128;20.00016987323761;20.000573062896727;20.000561571121217;20.000457882881165;20.000381207466127;20.000495171546937;20.000649547576906;20.00060977935791;20.000984621047973;20.001058053970336;20.000762271881104;20.000439476966857;20.00052180290222;20.00059974193573
