Instance;CHRISTOFIDES_and_GREEDY_DESCENT;EVALUATOR_STRATEGY_and_GREEDY_DESCENT;PATH_MOST_CONSTRAINED_ARC_and_GREEDY_DESCENT;ALL_UNPERFORMED_and_GREEDY_DESCENT;BEST_INSERTION_and_GREEDY_DESCENT;PATH_CHEAPEST_ARC_and_GREEDY_DESCENT;LOCAL_CHEAPEST_ARC_and_GREEDY_DESCENT;LOCAL_CHEAPEST_INSERTION_and_GREEDY_DESCENT;SWEEP_and_GREEDY_DESCENT;SAVINGS_and_GREEDY_DESCENT;SEQUENTIAL_CHEAPEST_INSERTION_and_GREEDY_DESCENT;FIRST_UNBOUND_MIN_VALUE_and_GREEDY_DESCENT;GLOBAL_CHEAPEST_ARC_and_GREEDY_DESCENT;PARALLEL_CHEAPEST_INSERTION_and_GREEDY_DESCENT;LOCAL_CHEAPEST_COST_INSERTION_and_GREEDY_DESCENT
HFVRP_4;0.35470445156097413;0.36374101638793943;0.34194698333740237;0.3509777307510376;0.37062783241271974;0.38511457443237307;0.3375969648361206;0.3496075630187988;0.31387622356414796;0.37996084690093995;0.34934124946594236;0.3420732498168945;0.2853600740432739;0.35138711929321287;0.3801257133483887
C1_4_9;9.760580110549927;9.605838012695312;10.07376778125763;9.618887066841125;9.86372106075287;7.02565290927887;9.82667155265808;9.67325255870819;9.332909440994262;9.882270789146423;9.800302886962891;9.663153386116027;9.402810621261597;9.303253936767579;10.016260743141174
C1_6_4;16.159762239456178;16.060072898864746;18.618350625038147;16.268300414085388;16.369550108909607;19.267915105819704;16.022158217430114;14.03781862258911;17.369354057312012;14.187457346916199;16.59102213382721;16.1111976146698;15.669529914855957;18.30196032524109;17.291751623153687
C1_6_5;15.949367761611938;15.927516412734985;18.87901074886322;16.15287082195282;16.591030287742615;19.31499311923981;16.293874788284302;13.899250960350036;17.057478833198548;14.09842290878296;16.58981943130493;16.674880456924438;16.08287901878357;18.806233477592468;17.258479285240174
C1_2_7;2.284247899055481;1.7227819442749024;2.3448871612548827;1.740482759475708;2.3667949199676515;1.4150550603866576;2.300527882575989;1.7705739736557007;1.7403775930404664;2.31112916469574;2.3585608959198;1.798068356513977;1.7509984493255615;1.7343204975128175;2.354591989517212
C1_4_10;9.861756682395935;9.74136016368866;10.181014251708984;9.702352809906007;9.919815230369569;7.632617807388305;9.738953876495362;9.679041647911072;9.46263816356659;10.000046277046204;9.780409789085388;9.636073851585389;9.539381623268127;10.163230705261231;9.947841882705688
HFVRP_p14;11.86752679347992;12.074415397644042;10.188787198066711;10.940852737426757;12.632171249389648;11.557088661193848;9.050785565376282;11.28849790096283;10.863894987106324;12.340224194526673;10.29318859577179;11.686824417114257;13.179318642616272;10.005198526382447;11.780875158309936
C1_2_6;2.2669760465621946;1.6980011940002442;2.261345934867859;1.6848592281341552;2.2747727632522583;1.4026068925857544;2.269151210784912;1.6966593742370606;1.685906982421875;2.2761752367019654;2.2638320684432984;1.6862467050552368;1.701062297821045;1.6969743728637696;2.2773176431655884
CVRP_p5;0.43477084636688235;0.422999906539917;0.43919148445129397;0.43551020622253417;0.4577805042266846;0.46713106632232665;0.42127964496612547;0.43520965576171877;0.435186767578125;0.43823943138122556;0.41521482467651366;0.41877074241638185;0.41809608936309817;0.4232186794281006;0.44101073741912844
CVRP_4;0.3722036123275757;0.29645347595214844;0.33473503589630127;0.31542723178863524;0.40184760093688965;0.42123501300811766;0.3874875545501709;0.3155726432800293;0.3223946332931519;0.39547717571258545;0.35057244300842283;0.32797248363494874;0.33973257541656493;0.32517414093017577;0.4007159471511841
