Instance;SWEEP_and_TABU_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_and_TABU_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_TABU_SEARCH;CHRISTOFIDES_and_TABU_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_and_TABU_SEARCH;SAVINGS_and_TABU_SEARCH;LOCAL_CHEAPEST_INSERTION_and_TABU_SEARCH;PATH_MOST_CONSTRAINED_ARC_and_TABU_SEARCH;LOCAL_CHEAPEST_ARC_and_TABU_SEARCH;FIRST_UNBOUND_MIN_VALUE_and_TABU_SEARCH;BEST_INSERTION_and_TABU_SEARCH;GLOBAL_CHEAPEST_ARC_and_TABU_SEARCH;ALL_UNPERFORMED_and_TABU_SEARCH;PATH_CHEAPEST_ARC_and_TABU_SEARCH;EVALUATOR_STRATEGY_and_TABU_SEARCH
att48;0.12530746459960937;0.14678599834442138;0.12229912281036377;0.13302674293518066;0.1245222806930542;0.12659611701965331;0.12264411449432373;0.12479462623596191;0.11830341815948486;0.12148575782775879;0.13121070861816406;0.11733613014221192;0.1297595500946045;0.1466845989227295;0.1325528144836426
pr76;1.0290043354034424;1.3217302560806274;1.3193863391876222;1.1687857389450074;1.1427248954772948;1.1968748569488525;1.458134126663208;1.3730332374572753;1.2287455081939698;1.2978177070617676;1.193150520324707;1.1732171058654786;1.2010320901870728;1.2718822002410888;1.346488070487976
pr107;1.0458959341049194;1.4280744552612306;1.4856054306030273;1.3235546588897704;1.506091594696045;1.558166003227234;1.4110209703445435;1.2106319665908813;1.6080683946609498;1.6035112619400025;1.467409324645996;1.4068358898162843;1.5745646953582764;1.5080005645751953;1.4121552944183349
st70;0.39106838703155516;0.846773099899292;0.44573729038238524;0.6323275327682495;0.672681450843811;0.6575491428375244;0.3556659460067749;0.754532766342163;0.7909440040588379;0.32260901927948;0.6771326303482056;0.3091097116470337;0.3092858076095581;0.317416787147522;0.4038428544998169
ulysses22;0.03217029571533203;0.044676351547241214;0.045724010467529295;0.032300162315368655;0.03894670009613037;0.033899784088134766;0.05147583484649658;0.04298017024993896;0.03813681602478027;0.04266436100006103;0.044425439834594724;0.04705488681793213;0.03997800350189209;0.04052488803863526;0.034427762031555176
rd100;1.2339040756225585;1.5030749320983887;1.32464702129364;1.4947330951690674;1.605468225479126;1.2155237674713135;1.5568492412567139;1.580248522758484;1.3433977842330933;1.723672866821289;1.2198037147521972;1.5517045259475708;1.4488340854644775;1.6057457208633423;1.6904272556304931
pr124;2.760354781150818;2.507987451553345;3.025653624534607;3.0975348234176634;2.758879232406616;2.8207542419433596;2.775653910636902;2.7915801048278808;2.810175585746765;2.442472982406616;2.8304757118225097;2.9439946174621583;2.865449070930481;2.8098360300064087;2.7118551254272463
d493;37.91005847454071;38.78129594326019;36.835912227630615;40.79609663486481;42.01973185539246;44.65931234359741;39.59023795127869;46.948708295822144;36.004133749008176;37.40392138957977;42.19043872356415;40.527394485473636;40.36630501747131;47.91128380298615;43.28905568122864
ulysses16;0.02496936321258545;0.02107391357421875;0.019757723808288573;0.016595458984375;0.03573019504547119;0.027507758140563963;0.02932262420654297;0.0214383602142334;0.02906978130340576;0.016039276123046876;0.0352083683013916;0.02899627685546875;0.02404031753540039;0.029638957977294923;0.014369726181030273
dsj1000;60.005835556983946;60.00682678222656;60.006760239601135;60.00646359920502;60.00459520816803;60.00405683517456;60.007504391670224;60.00699565410614;60.00428955554962;60.00557816028595;60.00804405212402;60.00526447296143;60.004489994049074;60.005247354507446;60.003452157974245
u724;60.00484869480133;60.00336480140686;60.00300283432007;60.00332109928131;60.00323836803436;60.00489051342011;60.00329649448395;59.77769470214844;59.38271729946136;60.20194809436798;59.545057439804076;59.977480506896974;58.46243884563446;60.00485892295838;58.63496987819671
ch150;5.023949360847473;4.280233979225159;4.381818556785584;4.675784039497375;4.748800873756409;4.412834024429321;3.9590594291687013;3.4986445903778076;4.233686232566834;4.450495743751526;3.508932185173035;4.593724989891053;4.703206992149353;4.159265422821045;3.7931425094604494
d657;57.42533288002014;57.83794701099396;57.68152208328247;58.79579229354859;58.985181140899655;59.3000595331192;60.002318263053894;145.41116707324983;58.42212178707123;59.304327321052554;60.00361702442169;59.3358672618866;58.77756609916687;55.24284605979919;58.77073302268982
