Instance;LOCAL_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;ALL_UNPERFORMED_and_GENERIC_TABU_SEARCH;PATH_MOST_CONSTRAINED_ARC_and_GENERIC_TABU_SEARCH;CHRISTOFIDES_and_GENERIC_TABU_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_and_GENERIC_TABU_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;SAVINGS_and_GENERIC_TABU_SEARCH;SWEEP_and_GENERIC_TABU_SEARCH;LOCAL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;BEST_INSERTION_and_GENERIC_TABU_SEARCH;FIRST_UNBOUND_MIN_VALUE_and_GENERIC_TABU_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;PATH_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;GLOBAL_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;EVALUATOR_STRATEGY_and_GENERIC_TABU_SEARCH
att48;0.12468080520629883;0.13278462886810302;0.15062131881713867;0.1391148805618286;0.13403351306915284;0.12214913368225097;0.13071582317352295;0.11809203624725342;0.11725680828094483;0.12909765243530275;0.12196533679962158;0.1392362117767334;0.12713043689727782;0.13480534553527831;0.12627992630004883
pr76;1.1978327989578248;1.143803024291992;1.3110052824020386;1.2647135972976684;1.3597806215286254;1.1853585243225098;1.2031296730041503;1.0750840663909913;1.409266757965088;1.2211983442306518;1.288554048538208;1.1757155418395997;1.2023173332214356;1.2627454280853272;1.3199910163879394
pr107;1.619343090057373;1.4283965349197387;1.3525752544403076;1.5565572500228881;1.369321060180664;1.5037446975708009;1.9708507776260376;1.0007774591445924;1.445893120765686;1.451043725013733;1.4071128606796264;1.3336470603942872;1.558549427986145;1.401454472541809;1.480319881439209
st70;0.38063535690307615;0.6226624011993408;0.322654128074646;0.29567723274230956;0.3295187473297119;0.32649152278900145;0.3250654935836792;0.7541846513748169;0.6049746036529541;0.3391361951828003;0.7741824150085449;0.8068880319595337;0.7195802450180053;0.6852405309677124;0.6624862909317016
ulysses22;0.03398959636688233;0.034411072731018066;0.04081480503082276;0.034708619117736816;0.04089944362640381;0.03967084884643555;0.03653702735900879;0.03412108421325684;0.04701941013336182;0.048067021369934085;0.043189406394958496;0.04023480415344238;0.03603272438049317;0.04536557197570801;0.03273067474365234
rd100;8.106972575187683;1.4915974855422973;1.750790572166443;1.5592344760894776;1.6421953916549683;1.5145784854888915;1.4759093284606934;1.3645010948181153;1.532483410835266;1.1488064050674438;1.5556816816329957;1.7633593797683715;1.7322345495223999;1.2631932497024536;1.7273064613342286
pr124;2.425142502784729;2.3404303789138794;2.5643719911575316;3.0241604804992677;2.607691216468811;2.229778695106506;2.619686651229858;2.7958311080932616;2.58355872631073;2.9765013694763183;2.7786988973617555;2.7734169960021973;2.77271146774292;2.788871192932129;2.9559269905090333
d493;36.810157442092894;39.60401952266693;41.408503317832945;36.19582507610321;40.19614977836609;39.09449968338013;40.99957501888275;44.15784380435944;40.40929796695709;37.36029448509216;38.670500826835635;38.88178939819336;44.284291291236876;41.45388264656067;44.45272269248962
ulysses16;0.029606556892395018;0.018877458572387696;0.028554654121398924;0.027117156982421876;0.034831666946411134;0.01589944362640381;0.015098214149475098;0.0250446081161499;0.0319549560546875;0.03805418014526367;0.026050829887390138;0.026143527030944823;0.015040922164916991;0.016509151458740233;0.024523353576660155
dsj1000;60.00539219379425;60.00821006298065;60.00522928237915;60.00505354404449;60.0057119846344;60.0063818693161;60.00463545322418;60.006019592285156;60.005337262153624;60.00461320877075;60.00599637031555;60.006134605407716;60.0053382396698;60.00499093532562;60.00440547466278
u724;75.78817088603974;57.624941897392276;60.00505123138428;58.53971004486084;59.814755368232724;614.5390502929688;60.004612469673155;60.00312550067902;60.00444805622101;60.00273549556732;60.20262434482574;58.949173760414126;60.003258061409;60.00556855201721;696.1501274824143
ch150;4.177788186073303;4.121269488334656;3.4917559385299684;4.095511651039123;4.783918261528015;4.308865571022034;4.639853048324585;4.113910794258118;3.5115047216415407;4.106738448143005;4.579695987701416;4.610770893096924;3.5316267013549805;4.092207956314087;4.206392312049866
d657;58.87559716701507;59.15477945804596;58.74082465171814;57.54927005767822;58.280204272270204;60.00300149917602;56.72013735771179;57.63022186756134;59.28564178943634;60.00334661006927;57.3777747631073;58.0544914484024;60.47136240005493;57.956997871398926;58.722531414031984
