Instance;SAVINGS_and_TABU_SEARCH;EVALUATOR_STRATEGY_and_SIMULATED_ANNEALING;GLOBAL_CHEAPEST_ARC_and_GUIDED_LOCAL_SEARCH;SAVINGS_and_GREEDY_DESCENT;SAVINGS_and_GENERIC_TABU_SEARCH
p3;14.956205534934998;13.40904438495636;10.770621252059936;9.868059086799622;5.3554511070251465
p6;20.137178015708923;19.735283493995667;18.48889591693878;19.578194975852966;20.0253545999527
p19;8.589414429664611;8.564783358573914;8.924437928199769;9.004084396362305;8.14590573310852
p5;31.58324697613716;32.49025090535482;33.1607309712304;34.74802406628927;34.73039872646332
p1;1.3830210447311402;1.3192735671997071;1.3276150465011596;1.24322829246521;1.3670587539672852
p31;0.018940067291259764;0.018219256401062013;0.01960289478302002;0.019517064094543457;0.018771648406982422
p15;1.6880163192749023;1.4273749589920044;1.975976252555847;0.9226200342178345;1.000614833831787
p2;1.1657303810119628;1.3959794521331788;1.5089553833007812;1.532647466659546;1.4312763452529906
