Instance;ALL_UNPERFORMED_and_SIMULATED_ANNEALING;LOCAL_CHEAPEST_COST_INSERTION_and_SIMULATED_ANNEALING;FIRST_UNBOUND_MIN_VALUE_and_SIMULATED_ANNEALING;PATH_CHEAPEST_ARC_and_SIMULATED_ANNEALING;LOCAL_CHEAPEST_INSERTION_and_SIMULATED_ANNEALING;BEST_INSERTION_and_SIMULATED_ANNEALING;SAVINGS_and_SIMULATED_ANNEALING;LOCAL_CHEAPEST_ARC_and_SIMULATED_ANNEALING;PARALLEL_CHEAPEST_INSERTION_and_SIMULATED_ANNEALING;SWEEP_and_SIMULATED_ANNEALING;GLOBAL_CHEAPEST_ARC_and_SIMULATED_ANNEALING;EVALUATOR_STRATEGY_and_SIMULATED_ANNEALING;CHRISTOFIDES_and_SIMULATED_ANNEALING;PATH_MOST_CONSTRAINED_ARC_and_SIMULATED_ANNEALING;SEQUENTIAL_CHEAPEST_INSERTION_and_SIMULATED_ANNEALING
p3;9.462191724777222;9.219848132133484;9.505869054794312;8.50090160369873;9.501270055770874;9.118573355674744;9.198853754997254;9.183903813362122;9.427420854568481;9.585122776031493;9.513471531867982;9.517416548728942;9.346374559402467;9.174782419204712;9.224651622772218
p6;13.953752326965333;27.96581318643358;28.08256385061476;14.137278938293457;38.59904517067803;38.618089543448555;14.036203002929687;38.45998207728068;28.145176119274563;38.34673357009888;14.042406294080946;27.996931743621825;28.086064195632936;38.34677619934082;14.111608770158556
p19;56.05521094799042;51.511512994766235;53.01617851257324;57.778434538841246;53.55802223682404;59.710630774497986;55.171851468086246;59.5732125043869;57.7733033657074;51.417577505111694;56.40154764652252;59.08388726711273;51.43310050964355;55.82791271209717;59.17338700294495
p5;20.039979243278502;16.146665978431702;16.188711047172546;19.39297652244568;6.655602192878723;6.719045853614807;20.03884243965149;6.652917122840881;16.249708223342896;6.687796211242675;19.979486322402956;16.376034450531005;16.19204423427582;6.759786581993103;20.056322145462037
p1;2.5624346494674684;3.257923936843872;2.602621340751648;2.3005717515945436;2.7056618452072145;2.729446601867676;1.8440511703491211;1.8754812240600587;2.4926875591278077;1.8785086631774903;1.8116859674453736;3.4128473520278932;2.4913031101226806;2.730269432067871;2.1946518182754517
p31;0.030625033378601074;0.025223588943481444;0.030819129943847657;0.03008286952972412;0.030615019798278808;0.021415162086486816;0.0215578556060791;0.02107193470001221;0.03170099258422852;0.029673266410827636;0.031374335289001465;0.02834160327911377;0.020694518089294435;0.020170116424560548;0.021416854858398438
p15;2.4821354150772095;3.004465413093567;2.485240340232849;2.4739593744277952;2.500657343864441;2.986711621284485;2.97691433429718;3.124022054672241;2.4701548337936403;2.4724263191223144;2.473501467704773;2.4848810911178587;3.009344792366028;2.9998345613479613;2.998954010009766
p2;2.535152220726013;3.301013708114624;2.524444603919983;2.3033437728881836;2.911178541183472;2.7705770254135134;1.8414103507995605;1.9065655946731568;2.520342707633972;1.9135531425476073;1.8242966175079345;3.3473527908325194;2.5207874536514283;2.733503818511963;2.430156207084656
