Instance;EVALUATOR_STRATEGY_and_TABU_SEARCH;SAVINGS_and_SIMULATED_ANNEALING;ALL_UNPERFORMED_and_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_ARC_and_GREEDY_DESCENT;PATH_CHEAPEST_ARC_and_GENERIC_TABU_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH
p3;9.15107421875;9.198853754997254;9.173276495933532;9.176130318641663;8.923256492614746;9.40880057811737
p6;38.40426890850067;14.036203002929687;38.23079857826233;14.1103658941057;38.43779346942902;14.06607558992174
p19;52.90969343185425;55.171851468086246;57.43485128879547;41.06559073925018;54.108932447433475;52.56387400627136
p5;6.721803784370422;20.03884243965149;6.709828495979309;19.924582386016844;6.6936838865280155;20.00953483581543
p1;1.9935633420944214;1.8440511703491211;1.9161559820175171;2.182036852836609;1.9031474828720092;1.7971221685409546
p31;0.01956348419189453;0.0215578556060791;0.021839356422424315;0.024734687805175782;0.028655862808227538;0.030032849311828612
p15;2.9890146493911742;2.97691433429718;2.986700963973999;2.9903517961502075;2.4968995094299316;2.4643498182296755
p2;1.9028521060943604;1.8414103507995605;1.9138413190841674;2.2080725193023683;1.895409059524536;1.8222713947296143
