Instance;SWEEP_&_TABU_SEARCH;LOCAL_CHEAPEST_ARC_&_GENERIC_TABU_SEARCH;CHRISTOFIDES_&_GREEDY_DESCENT;ALL_UNPERFORMED_&_GENERIC_TABU_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_&_TABU_SEARCH;CHRISTOFIDES_&_GUIDED_LOCAL_SEARCH;PARALLEL_CHEAPEST_INSERTION_&_TABU_SEARCH;CHRISTOFIDES_&_TABU_SEARCH;SAVINGS_&_SIMULATED_ANNEALING;EVALUATOR_STRATEGY_&_GUIDED_LOCAL_SEARCH;EVALUATOR_STRATEGY_&_GREEDY_DESCENT;PATH_MOST_CONSTRAINED_ARC_&_GREEDY_DESCENT;SEQUENTIAL_CHEAPEST_INSERTION_&_TABU_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_&_GUIDED_LOCAL_SEARCH;ALL_UNPERFORMED_&_GREEDY_DESCENT;LOCAL_CHEAPEST_COST_INSERTION_&_GUIDED_LOCAL_SEARCH;PARALLEL_CHEAPEST_INSERTION_&_GUIDED_LOCAL_SEARCH;PATH_MOST_CONSTRAINED_ARC_&_GENERIC_TABU_SEARCH;BEST_INSERTION_&_SIMULATED_ANNEALING;SAVINGS_&_TABU_SEARCH;BEST_INSERTION_&_GREEDY_DESCENT;CHRISTOFIDES_&_GENERIC_TABU_SEARCH;BEST_INSERTION_&_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_&_GENERIC_TABU_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_&_GENERIC_TABU_SEARCH;LOCAL_CHEAPEST_INSERTION_&_TABU_SEARCH;GLOBAL_CHEAPEST_ARC_&_GUIDED_LOCAL_SEARCH;PARALLEL_CHEAPEST_INSERTION_&_SIMULATED_ANNEALING;SAVINGS_&_GENERIC_TABU_SEARCH;SWEEP_&_GENERIC_TABU_SEARCH;PATH_MOST_CONSTRAINED_ARC_&_TABU_SEARCH;PATH_CHEAPEST_ARC_&_GREEDY_DESCENT;SWEEP_&_SIMULATED_ANNEALING;LOCAL_CHEAPEST_INSERTION_&_GENERIC_TABU_SEARCH;SWEEP_&_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_ARC_&_TABU_SEARCH;PATH_CHEAPEST_ARC_&_GUIDED_LOCAL_SEARCH;FIRST_UNBOUND_MIN_VALUE_&_TABU_SEARCH;BEST_INSERTION_&_GENERIC_TABU_SEARCH;LOCAL_CHEAPEST_ARC_&_GREEDY_DESCENT;FIRST_UNBOUND_MIN_VALUE_&_GENERIC_TABU_SEARCH;PARALLEL_CHEAPEST_INSERTION_&_GENERIC_TABU_SEARCH;BEST_INSERTION_&_TABU_SEARCH;PATH_CHEAPEST_ARC_&_GENERIC_TABU_SEARCH;EVALUATOR_STRATEGY_&_SIMULATED_ANNEALING;SEQUENTIAL_CHEAPEST_INSERTION_&_SIMULATED_ANNEALING;PATH_CHEAPEST_ARC_&_SIMULATED_ANNEALING;FIRST_UNBOUND_MIN_VALUE_&_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_ARC_&_SIMULATED_ANNEALING;LOCAL_CHEAPEST_INSERTION_&_GUIDED_LOCAL_SEARCH;ALL_UNPERFORMED_&_SIMULATED_ANNEALING;LOCAL_CHEAPEST_INSERTION_&_GREEDY_DESCENT;SWEEP_&_GREEDY_DESCENT;GLOBAL_CHEAPEST_ARC_&_GENERIC_TABU_SEARCH;PATH_MOST_CONSTRAINED_ARC_&_SIMULATED_ANNEALING;PATH_MOST_CONSTRAINED_ARC_&_GUIDED_LOCAL_SEARCH;ALL_UNPERFORMED_&_GUIDED_LOCAL_SEARCH;LOCAL_CHEAPEST_COST_INSERTION_&_SIMULATED_ANNEALING;SAVINGS_&_GREEDY_DESCENT;FIRST_UNBOUND_MIN_VALUE_&_SIMULATED_ANNEALING;GLOBAL_CHEAPEST_ARC_&_TABU_SEARCH;ALL_UNPERFORMED_&_TABU_SEARCH;SEQUENTIAL_CHEAPEST_INSERTION_&_GREEDY_DESCENT;LOCAL_CHEAPEST_ARC_&_GUIDED_LOCAL_SEARCH;GLOBAL_CHEAPEST_ARC_&_SIMULATED_ANNEALING;FIRST_UNBOUND_MIN_VALUE_&_GREEDY_DESCENT;GLOBAL_CHEAPEST_ARC_&_GREEDY_DESCENT;EVALUATOR_STRATEGY_&_GENERIC_TABU_SEARCH;PATH_CHEAPEST_ARC_&_TABU_SEARCH;SAVINGS_&_GUIDED_LOCAL_SEARCH;PARALLEL_CHEAPEST_INSERTION_&_GREEDY_DESCENT;CHRISTOFIDES_&_SIMULATED_ANNEALING;LOCAL_CHEAPEST_COST_INSERTION_&_GREEDY_DESCENT;EVALUATOR_STRATEGY_&_TABU_SEARCH;LOCAL_CHEAPEST_INSERTION_&_SIMULATED_ANNEALING
C1_4_7;9146;9122;9180;9150;9150;9112;9180;9150;9146;9146;9150;9146;9154;9150;9154;9112;9146;9122;9180;9154;9146;9146;9154;9146;9180;9146;9180;9154;9180;9154;9112;9116;9150;9154;9122;9112;9140;9180;9122;9146;9112;9112;9112;9150;9154;9146;9112;9146;9180;9122;9112;9112;9112;9150;9180;9154;9180;9122;9122;9154;9122;9122;9122;9154;9112;9150;9154;9112;9122;9150;9150;9122;9180;9180;9150
C1_4_1;9146;9122;9180;9150;9150;9112;9180;9150;9146;9146;9150;9146;9154;9150;9154;9112;9146;9122;9180;9154;9146;9146;9154;9146;9180;9146;9180;9154;9180;9154;9112;9116;9150;9154;9122;9112;9140;9180;9122;9146;9112;9112;9112;9150;9154;9146;9112;9146;9180;9122;9112;9112;9112;9150;9180;9154;9180;9122;9122;9154;9122;9122;9122;9154;9112;9150;9154;9112;9122;9150;9150;9122;9180;9180;9150
C1_6_3;18860;18860;18860;18884;18884;18884;18860;18884;18860;18860;18884;18948;18884;18884;18884;18884;18860;18860;18860;18884;18860;18860;18884;18860;18860;18860;18860;18884;18860;18884;18884;18940;18884;18884;18860;18884;18776;18860;18860;18860;18884;18884;18884;18880;18884;18860;18760;18860;18860;18860;18884;18884;18884;18884;18860;18884;18860;18860;18860;18884;18860;18860;18860;18884;18884;18884;18884;18884;18798;18884;18884;18860;18860;18860;18884
C1_2_1;3738;3738;3738;3926;3926;3926;3738;3926;3738;3738;3926;3896;3926;3926;3926;3926;3738;3738;3738;3926;3738;3738;3926;3738;3738;3738;3738;3926;3738;3926;3926;3894;3926;3926;3738;3926;3684;3738;3738;3738;3926;3926;3926;3724;3926;3738;3866;3738;3738;3738;3926;3926;3926;3926;3738;3926;3738;3738;3738;3926;3738;3738;3738;3926;3926;3926;3926;3926;3738;3926;3926;3738;3738;3738;3926
CVRP_p3;5768;5778;5726;5726;5726;5768;5726;5726;5768;5768;5726;5768;5778;5726;5778;5768;5768;5778;5726;5778;5768;5768;5778;5768;5726;5768;5726;5778;5726;5778;5768;5770;5726;5778;5778;5768;5726;5726;5778;5768;5768;5768;5768;5726;5778;5768;5768;5768;5726;5778;5768;5768;5768;5726;5726;5778;5726;5778;5778;5778;5778;5778;5778;5778;5768;5726;5778;5768;5778;5726;5726;5778;5726;5726;5726
C1_6_2;18860;18860;18860;18884;18884;18884;18860;18884;18860;18860;18884;18948;18884;18884;18884;18884;18860;18860;18860;18884;18860;18860;18884;18860;18860;18860;18860;18884;18860;18884;18884;18940;18884;18884;18860;18884;18776;18860;18860;18860;18884;18884;18884;18880;18884;18860;18760;18860;18860;18860;18884;18884;18884;18884;18860;18884;18860;18860;18860;18884;18860;18860;18860;18884;18884;18884;18884;18884;18798;18884;18884;18860;18860;18860;18884
C1_4_4;9146;9122;9180;9150;9150;9112;9180;9150;9146;9146;9150;9146;9154;9150;9154;9112;9146;9122;9180;9154;9146;9146;9154;9146;9180;9146;9180;9154;9180;9154;9112;9116;9150;9154;9122;9112;9140;9180;9122;9146;9112;9112;9112;9150;9154;9146;9112;9146;9180;9122;9112;9112;9112;9150;9180;9154;9180;9122;9122;9154;9122;9122;9122;9154;9112;9150;9154;9112;9122;9150;9150;9122;9180;9180;9150
C1_2_5;3738;3738;3738;3926;3926;3926;3738;3926;3738;3738;3926;3896;3926;3926;3926;3926;3738;3738;3738;3926;3738;3738;3926;3738;3738;3738;3738;3926;3738;3926;3926;3894;3926;3926;3738;3926;3684;3738;3738;3738;3926;3926;3926;3724;3926;3738;3866;3738;3738;3738;3926;3926;3926;3926;3738;3926;3738;3738;3738;3926;3738;3738;3738;3926;3926;3926;3926;3926;3738;3926;3926;3738;3738;3738;3926
C1_4_3;9146;9122;9180;9150;9150;9112;9180;9150;9146;9146;9150;9146;9154;9150;9154;9112;9146;9122;9180;9154;9146;9146;9154;9146;9180;9146;9180;9154;9180;9154;9112;9116;9150;9154;9122;9112;9140;9180;9122;9146;9112;9112;9112;9150;9154;9146;9112;9146;9180;9122;9112;9112;9112;9150;9180;9154;9180;9122;9122;9154;9122;9122;9122;9154;9112;9150;9154;9112;9122;9150;9150;9122;9180;9180;9150
HFVRP_1;3698;3698;3698;3676;3676;3676;3698;3698;3698;3698;3676;3698;3698;3676;3676;3698;3698;3698;3698;3676;3698;3698;3698;3698;3698;3698;3698;3676;3698;3698;3698;3702;3676;3676;3698;3698;3698;3698;3698;3698;3676;3698;3676;3698;3698;3698;3676;3698;3698;3698;3698;3676;3698;3698;3698;3676;3698;3698;3698;3698;3698;3698;3698;3676;3676;3676;3698;3676;3698;3698;3698;3698;3698;3698;3698
C1_4_2;9146;9122;9180;9150;9150;9112;9180;9150;9146;9146;9150;9146;9154;9150;9154;9112;9146;9122;9180;9154;9146;9146;9154;9146;9180;9146;9180;9154;9180;9154;9112;9116;9150;9154;9122;9112;9140;9180;9122;9146;9112;9112;9112;9150;9154;9146;9112;9146;9180;9122;9112;9112;9112;9150;9180;9154;9180;9122;9122;9154;9122;9122;9122;9154;9112;9150;9154;9112;9122;9150;9150;9122;9180;9180;9150
C1_2_3;3738;3738;3738;3926;3926;3926;3738;3926;3738;3738;3926;3896;3926;3926;3926;3926;3738;3738;3738;3926;3738;3738;3926;3738;3738;3738;3738;3926;3738;3926;3926;3894;3926;3926;3738;3926;3684;3738;3738;3738;3926;3926;3926;3724;3926;3738;3866;3738;3738;3738;3926;3926;3926;3926;3738;3926;3738;3738;3738;3926;3738;3738;3738;3926;3926;3926;3926;3926;3738;3926;3926;3738;3738;3738;3926
C1_4_6;9146;9122;9180;9150;9150;9112;9180;9150;9146;9146;9150;9146;9154;9150;9154;9112;9146;9122;9180;9154;9146;9146;9154;9146;9180;9146;9180;9154;9180;9154;9112;9116;9150;9154;9122;9112;9140;9180;9122;9146;9112;9112;9112;9150;9154;9146;9112;9146;9180;9122;9112;9112;9112;9150;9180;9154;9180;9122;9122;9154;9122;9122;9122;9154;9112;9150;9154;9112;9122;9150;9150;9122;9180;9180;9150
C1_4_8;9146;9122;9180;9150;9150;9112;9180;9150;9146;9146;9150;9146;9154;9150;9154;9112;9146;9122;9180;9154;9146;9146;9154;9146;9180;9146;9180;9154;9180;9154;9112;9116;9150;9154;9122;9112;9140;9180;9122;9146;9112;9112;9112;9150;9154;9146;9112;9146;9180;9122;9112;9112;9112;9150;9180;9154;9180;9122;9122;9154;9122;9122;9122;9154;9112;9150;9154;9112;9122;9150;9150;9122;9180;9180;9150
C1_2_10;3738;3738;3738;3926;3926;3926;3738;3926;3738;3738;3926;3896;3926;3926;3926;3926;3738;3738;3738;3926;3738;3738;3926;3738;3738;3738;3738;3926;3738;3926;3926;3894;3926;3926;3738;3926;3684;3738;3738;3738;3926;3926;3926;3724;3926;3738;3866;3738;3738;3738;3926;3926;3926;3926;3738;3926;3738;3738;3738;3926;3738;3738;3738;3926;3926;3926;3926;3926;3738;3926;3926;3738;3738;3738;3926
C1_2_4;3738;3738;3738;3926;3926;3926;3738;3926;3738;3738;3926;3896;3926;3926;3926;3926;3738;3738;3738;3926;3738;3738;3926;3738;3738;3738;3738;3926;3738;3926;3926;3894;3926;3926;3738;3926;3684;3738;3738;3738;3926;3926;3926;3724;3926;3738;3866;3738;3738;3738;3926;3926;3926;3926;3738;3926;3738;3738;3738;3926;3738;3738;3738;3926;3926;3926;3926;3926;3738;3926;3926;3738;3738;3738;3926
C1_6_1;18860;18860;18860;18884;18884;18884;18860;18884;18860;18860;18884;18948;18884;18884;18884;18884;18860;18860;18860;18884;18860;18860;18884;18860;18860;18860;18860;18884;18860;18884;18884;18940;18884;18884;18860;18884;18776;18860;18860;18860;18884;18884;18884;18880;18884;18860;18760;18860;18860;18860;18884;18884;18884;18884;18860;18884;18860;18860;18860;18884;18860;18860;18860;18884;18884;18884;18884;18884;18798;18884;18884;18860;18860;18860;18884
CVRP_p14;12580;12580;12580;12680;12680;12680;12580;12700;12580;12580;12680;12580;12700;12680;12680;12700;12580;12580;12580;12680;12580;12580;12700;12580;12580;12580;12580;12680;12580;12700;12700;13180;12680;12680;12580;12700;12960;12580;12580;12580;12680;12700;12680;12700;12700;12580;12760;12580;12580;12580;12700;12680;12700;12700;12580;12680;12580;12580;12580;12700;12580;12580;12580;12680;12680;12680;12700;12680;12660;12700;12700;12580;12580;12580;12700
C1_2_8;3738;3738;3738;3926;3926;3926;3738;3926;3738;3738;3926;3896;3926;3926;3926;3926;3738;3738;3738;3926;3738;3738;3926;3738;3738;3738;3738;3926;3738;3926;3926;3894;3926;3926;3738;3926;3684;3738;3738;3738;3926;3926;3926;3724;3926;3738;3866;3738;3738;3738;3926;3926;3926;3926;3738;3926;3738;3738;3738;3926;3738;3738;3738;3926;3926;3926;3926;3926;3738;3926;3926;3738;3738;3738;3926
C1_2_9;3738;3738;3738;3926;3926;3926;3738;3926;3738;3738;3926;3896;3926;3926;3926;3926;3738;3738;3738;3926;3738;3738;3926;3738;3738;3738;3738;3926;3738;3926;3926;3894;3926;3926;3738;3926;3684;3738;3738;3738;3926;3926;3926;3724;3926;3738;3866;3738;3738;3738;3926;3926;3926;3926;3738;3926;3738;3738;3738;3926;3738;3738;3738;3926;3926;3926;3926;3926;3738;3926;3926;3738;3738;3738;3926
C1_2_2;3738;3738;3738;3926;3926;3926;3738;3926;3738;3738;3926;3896;3926;3926;3926;3926;3738;3738;3738;3926;3738;3738;3926;3738;3738;3738;3738;3926;3738;3926;3926;3894;3926;3926;3738;3926;3684;3738;3738;3738;3926;3926;3926;3724;3926;3738;3866;3738;3738;3738;3926;3926;3926;3926;3738;3926;3738;3738;3738;3926;3738;3738;3738;3926;3926;3926;3926;3926;3738;3926;3926;3738;3738;3738;3926
CVRP_1;3010;3010;3010;2988;2988;2988;3010;2988;3010;3010;2988;3010;2988;2988;2988;2988;3010;3010;3010;2988;3010;3010;2988;3010;3010;3010;3010;2988;3010;2988;2988;2988;2988;2988;3010;2988;2986;3010;3010;3010;2988;2988;2988;2988;2988;3010;2972;3010;3010;3010;2988;2988;2988;2988;3010;2988;3010;3010;3010;2988;3010;3010;3010;2988;2988;2988;2988;2988;2988;2988;2988;3010;3010;3010;2988
HFVRP_p3;5634;5650;5656;5650;5634;5632;5634;5634;5612;5632;5656;5656;5634;5632;5656;5632;5632;5650;5612;5634;5656;5650;5632;5650;5650;5634;5632;5612;5650;5650;5634;5614;5612;5650;5632;5634;5632;5634;5650;5656;5650;5650;5634;5650;5612;5612;5612;5632;5612;5632;5612;5656;5656;5650;5612;5632;5632;5612;5656;5612;5634;5634;5656;5632;5612;5656;5656;5650;5634;5632;5656;5612;5656;5634;5612
C1_4_5;9146;9122;9180;9150;9150;9112;9180;9150;9146;9146;9150;9146;9154;9150;9154;9112;9146;9122;9180;9154;9146;9146;9154;9146;9180;9146;9180;9154;9180;9154;9112;9116;9150;9154;9122;9112;9140;9180;9122;9146;9112;9112;9112;9150;9154;9146;9112;9146;9180;9122;9112;9112;9112;9150;9180;9154;9180;9122;9122;9154;9122;9122;9122;9154;9112;9150;9154;9112;9122;9150;9150;9122;9180;9180;9150
HFVRP_p5;1938;1938;1938;2008;2008;2008;1938;2008;1938;1938;2008;1938;2008;2008;2008;2008;1938;1938;1938;2008;1938;1938;2008;1938;1938;1938;1938;2008;1938;2008;2008;1986;2008;2008;1938;2008;2014;1938;1938;1938;2008;2008;2008;2008;2008;1938;1992;1938;1938;1938;2008;2008;2008;2008;1938;2008;1938;1938;1938;2008;1938;1938;1938;2008;2008;2008;2008;2008;1938;2008;2008;1938;1938;1938;2008
